"seqnames","start","end","width","strand","Conc","Conc_DIA12","Conc_DIA0","Fold","p.value","FDR","Name"
22,21937982,21938382,401,"*",7.37179230409405,5.64013548085771,8.1363881773031,-2.46691985685091,1.11374995042429e-25,1.49687993337025e-23,"ATAC_seq20"
22,37284818,37285218,401,"*",6.95706179869233,1.4462892512492,7.94115330817763,-6.09574983200968,2.51290057535979e-25,3.21651273646053e-23,"ATAC_seq21"
22,31490469,31490869,401,"*",6.61734054599901,4.06818554926201,7.48850993211695,-3.35144853613607,1.03530900356409e-24,1.26495936435467e-22,"ATAC_seq22"
22,50314652,50315052,401,"*",6.39825528310492,3.03002157759135,7.32665115079937,-4.16677694154531,1.96542100546101e-24,2.29697898377356e-22,"ATAC_seq23"
22,44046497,44046897,401,"*",7.2481583133419,8.0141047875142,5.50885737283006,2.47178381600625,6.72452129254568e-24,7.53146384765116e-22,"ATAC_seq24"
22,37484438,37484838,401,"*",6.46125072774422,3.716888820547,7.34937404094145,-3.54827442359102,1.07900425195702e-23,1.16014537170419e-21,"ATAC_seq25"
22,36405689,36406089,401,"*",6.38382785479872,2.31840894345772,7.34008584845738,-4.81260219694796,1.32504554616043e-23,1.36989324156894e-21,"ATAC_seq26"
22,32649497,32649897,401,"*",6.62625237919367,1.67078810558032,7.60281418337077,-5.601310815865,1.44483615889874e-23,1.43841466485919e-21,"ATAC_seq27"
22,36329215,36329615,401,"*",6.6119174193397,4.25258980235986,7.46401060761126,-3.15157123665244,1.81798426439642e-23,1.74526489382056e-21,"ATAC_seq28"
22,23696220,23696620,401,"*",6.58928402717394,1.66287307327483,7.56536506879252,-5.56499886220212,3.32278691204656e-23,3.07987973089005e-21,"ATAC_seq29"
22,19933374,19933774,401,"*",6.60481954030917,7.56291956314904,2.47824715010796,4.86496793611023,3.45529659032757e-23,3.0959457449335e-21,"ATAC_seq30"
22,40955623,40956023,401,"*",6.54654737563842,7.50289397635068,2.47824715010796,4.80579123159653,1.539724401622e-22,1.33509006179353e-20,"ATAC_seq31"
22,23433277,23433677,401,"*",6.54888601930237,4.21824879687292,7.39784736932318,-3.11757691707548,5.63463577427287e-22,4.73309405038921e-20,"ATAC_seq32"
22,49936018,49936418,401,"*",6.36966273155198,3.7180351327556,7.25004229831619,-3.44740705950329,7.48869683391335e-22,6.09988396653305e-20,"ATAC_seq33"
22,19891486,19891886,401,"*",6.22986353953512,3.10770018507488,7.14454201593136,-3.91318603184158,1.09802785998263e-21,8.59506672726236e-20,"ATAC_seq34"
22,39446816,39447216,401,"*",6.33892635593908,3.66644021252109,7.2210950401181,-3.46760895612756,1.11914931344562e-21,8.59506672726236e-20,"ATAC_seq35"
22,49930945,49931345,401,"*",6.23041550797072,2.94466074496104,7.15448570872382,-4.06804629644473,1.61100334713437e-21,1.20288249919366e-19,"ATAC_seq36"
22,37244108,37244508,401,"*",7.1537729681609,5.54506687972841,7.89544074538244,-2.31971407369453,1.90397200545056e-21,1.38320993260841e-19,"ATAC_seq37"
22,26502986,26503386,401,"*",6.21152291990418,2.94531345422948,7.13452931086865,-4.04842318155131,2.16991053696734e-21,1.53492619036006e-19,"ATAC_seq38"
22,25400783,25401183,401,"*",6.17274187181076,2.94596586833039,7.09355513375526,-4.00830398122673,5.7018319151162e-21,3.85586690147381e-19,"ATAC_seq39"
22,43263909,43264309,401,"*",6.79614958123794,4.92598369739518,7.58396484316051,-2.61747429725916,5.73789717481222e-21,3.85586690147381e-19,"ATAC_seq40"
22,36368402,36368802,401,"*",6.62271393747257,7.48077335585601,4.20691812685808,3.2063325363864,7.11350043102079e-21,4.66368028258144e-19,"ATAC_seq41"
22,37303785,37304185,401,"*",6.11693361689736,2.66604429898939,7.04941138045958,-4.21732305307717,1.84901374045551e-20,1.18336879389153e-18,"ATAC_seq42"
22,38176170,38176570,401,"*",6.10597922693792,2.76526316346897,7.03296074070608,-4.11128083116972,3.03123460136517e-20,1.89487409499292e-18,"ATAC_seq43"
22,39626168,39626568,401,"*",7.05365685724549,8.04125546521089,1.18534010996552,6.28792376430018,4.96483038501238e-20,3.03306001702575e-18,"ATAC_seq44"
22,40263186,40263586,401,"*",6.07255065602716,2.44351988232778,7.01303592281616,-4.37733034378922,6.82983957534648e-20,4.07969083967363e-18,"ATAC_seq45"
22,36028703,36029103,401,"*",6.51035606659328,4.44467443215866,7.32685465479861,-2.82782391385489,9.47251215959062e-20,5.53524188803904e-18,"ATAC_seq46"
22,24553662,24554062,401,"*",6.2541719060898,7.18977840471477,2.73638744514299,4.26740474325436,1.99633641856359e-19,1.14173453044658e-17,"ATAC_seq47"
22,46288254,46288654,401,"*",6.05026288933859,2.18140919026326,7.0000236157061,-4.59065449840211,2.15525385877341e-19,1.18603896665522e-17,"ATAC_seq48"
22,33920929,33921329,401,"*",6.56513316265455,4.61395813110016,7.36537621896952,-2.7021281907104,2.16205019963191e-19,1.18603896665522e-17,"ATAC_seq49"
22,30284199,30284599,401,"*",6.39268096206736,7.35889837116164,1.95948004246482,5.08282415518494,2.32136983315274e-19,1.24796842230291e-17,"ATAC_seq50"
22,45997440,45997840,401,"*",6.05029034052925,2.76821734613656,6.97416131016661,-4.05047267252542,2.75118222518502e-19,1.45003486692105e-17,"ATAC_seq51"
22,23839080,23839480,401,"*",8.47576416045159,7.6437766862287,9.00007378697547,-1.34210899518171,3.77108955977122e-19,1.94936321858943e-17,"ATAC_seq52"
22,37636628,37637028,401,"*",6.05571070070119,2.94466074496104,6.96970932796512,-3.88237688211822,5.0522419296803e-19,2.56234458622276e-17,"ATAC_seq53"
22,41448401,41448801,401,"*",8.28619171223876,7.42904506851044,8.82021016477099,-1.37696782066814,6.00781618067295e-19,2.99055738771276e-17,"ATAC_seq54"
22,36467980,36468380,401,"*",6.37339843162371,1.17808104915301,7.35357501634803,-5.70460498904742,6.94877998694598e-19,3.39605829180196e-17,"ATAC_seq55"
22,22928742,22929142,401,"*",7.03755716301773,0.442595576753728,8.03007565962172,-6.75391013691363,8.96799470787476e-19,4.30463745977988e-17,"ATAC_seq56"
22,41781104,41781504,401,"*",6.15532262615022,1.44444359609705,7.12751218916402,-5.303477294781,1.72552179049447e-18,8.13719749622655e-17,"ATAC_seq57"
22,23215892,23216292,401,"*",5.96732002154558,2.55778827327987,6.89778604162174,-4.15875308948872,1.86924586602878e-18,8.66298773773339e-17,"ATAC_seq58"
22,46674314,46674714,401,"*",5.97773241893471,2.03125175197035,6.93016880403367,-4.6475882569194,2.24508201450657e-18,1.02284414491418e-16,"ATAC_seq59"
22,27669361,27669761,401,"*",8.13403788077658,7.18964068662345,8.6999794766047,-1.49310042475365,3.37816257762295e-18,1.51341683477508e-16,"ATAC_seq60"
22,27580329,27580729,401,"*",6.0501410797482,1.67078810558032,7.01505799553104,-5.02094129046227,3.73529004926062e-18,1.64597699219878e-16,"ATAC_seq61"
22,36493754,36494154,401,"*",6.02383757800436,1.66762730163871,6.98818010907434,-4.99790611118435,4.38535886226561e-18,1.9012652615758e-16,"ATAC_seq62"
22,23580641,23581041,401,"*",6.14053763625306,3.55778827327987,7.01480539137859,-3.35742149483545,5.13039340074311e-18,2.18896785098373e-16,"ATAC_seq63"
22,30506436,30506836,401,"*",6.29998876036585,7.26883943991772,1.75102024993969,5.16387500153074,6.84556059514728e-18,2.85941438256969e-16,"ATAC_seq64"
22,37230035,37230435,401,"*",6.21191845710366,3.81171007803735,7.06835666956513,-3.17161079859292,6.91450650546987e-18,2.85941438256969e-16,"ATAC_seq65"
22,49704540,49704940,401,"*",5.98392544502737,3.02755807747488,6.88785973748744,-3.72442851176721,9.30096536858e-18,3.78802953193076e-16,"ATAC_seq66"
22,27612177,27612577,401,"*",6.79142483682898,0.442595576753728,7.78254730957067,-6.52516561703682,1.63719399891444e-17,6.56832458071942e-16,"ATAC_seq67"
22,23456642,23457042,401,"*",5.8645496085023,2.18251686667032,6.80722489368574,-4.39747546741196,2.0994423363518e-17,8.29897205899063e-16,"ATAC_seq68"
22,20131046,20131446,401,"*",6.05318620338651,3.4462892512492,6.92963292432901,-3.38069859825811,2.19838099487941e-17,8.56412770179109e-16,"ATAC_seq69"
22,31626597,31626997,401,"*",6.06688641644093,6.99384826304556,2.72654913270969,4.07419377552248,2.29512462175335e-17,8.81327854753288e-16,"ATAC_seq70"
22,43004318,43004718,401,"*",5.97551590848909,3.25311708415463,6.8618536183468,-3.49401356689338,3.20602385611773e-17,1.21377353876683e-15,"ATAC_seq71"
22,24134067,24134467,401,"*",6.1146708643836,1.17808104915301,7.09092146286265,-5.45284246606055,3.82636492215298e-17,1.42850957093711e-15,"ATAC_seq72"
22,49657164,49657564,401,"*",6.54871059492105,4.61231509651251,7.34674584962385,-2.6777318766104,4.35776707898655e-17,1.60461341209806e-15,"ATAC_seq73"
22,17098503,17098903,401,"*",6.09711741844638,1.18251686667032,7.07300019497936,-5.4358571305698,4.78911627221739e-17,1.73961412698924e-15,"ATAC_seq74"
22,38751705,38752105,401,"*",5.84077074557087,1.86224869342125,6.79426886706216,-4.64896558481599,1.08300120694438e-16,3.88147632568865e-15,"ATAC_seq75"
22,36209405,36209805,401,"*",5.89200847971228,3.18196313477365,6.77732885177719,-3.47563112222292,1.76095341515758e-16,6.22821418413627e-15,"ATAC_seq76"
22,40190486,40190886,401,"*",6.27322000299495,7.10227103208294,4.11146069819774,2.9182959351015,2.47753669570685e-16,8.64885537410391e-15,"ATAC_seq77"
22,36860774,36861174,401,"*",6.18940524374969,0.853929920490672,7.17142856822542,-5.73574491218149,2.57417003166124e-16,8.87098595526336e-15,"ATAC_seq78"
22,31231255,31231655,401,"*",6.44299199352121,4.69227390435868,7.21094010048784,-2.47064095115149,3.62404733003492e-16,1.21451528055151e-14,"ATAC_seq79"
22,36364974,36365374,401,"*",6.04795541101554,3.76600227644477,6.89144150248286,-3.04128234147008,3.6541611442131e-16,1.21451528055151e-14,"ATAC_seq80"
22,46754414,46754814,401,"*",6.25284580389815,4.21743844612154,7.06518872149111,-2.78328627769057,3.65981167130477e-16,1.21451528055151e-14,"ATAC_seq81"
22,44729619,44730019,401,"*",5.96410573475629,1.18030066274782,6.93767876874526,-5.30431565973288,3.77698521072511e-16,1.23811417639379e-14,"ATAC_seq82"
22,20159031,20159431,401,"*",6.13611014072001,0.859481095375895,7.11738017357199,-5.68428998225728,4.99120730344145e-16,1.616429545982e-14,"ATAC_seq83"
22,30270933,30271333,401,"*",5.7179267664112,2.31941630871987,6.64784639351284,-4.12029968308923,6.4045822357861e-16,2.04946631545155e-14,"ATAC_seq84"
22,23521773,23522173,401,"*",6.42897034511117,4.69227390435868,7.19445758859993,-2.45402351620707,6.82732159858701e-16,2.15904005376493e-14,"ATAC_seq85"
22,39454293,39454693,401,"*",6.53924516100985,7.31012221372729,4.7716270388679,2.48900660301132,9.05866780792632e-16,2.83136035670999e-14,"ATAC_seq86"
22,50191397,50191797,401,"*",6.4333804213585,0.446289251249197,7.421963004086,-6.19115183899733,9.484124791275e-16,2.93026752171807e-14,"ATAC_seq87"
22,32723599,32723999,401,"*",6.08116748580475,0.856708177894946,7.06174316006132,-5.63164902936617,1.03342913545394e-15,3.15665626829568e-14,"ATAC_seq88"
22,39472879,39473279,401,"*",6.29002010744778,7.09788583470097,4.28643939809116,2.74680615419456,1.18752367877196e-15,3.58658836914499e-14,"ATAC_seq89"
22,37122154,37122554,401,"*",5.69620227274272,2.02755807747488,6.63833223166961,-4.35616675197581,1.30538901660482e-15,3.8987618629264e-14,"ATAC_seq90"
22,24156905,24157305,401,"*",6.74181269539909,5.28600352514522,7.45149985297872,-2.12971316349204,1.37501838973171e-15,4.05237508185879e-14,"ATAC_seq91"
22,37608471,37608871,401,"*",8.0500805239035,7.18970954731242,8.58532638025669,-1.37773495243084,1.38697361432667e-15,4.05237508185879e-14,"ATAC_seq92"
22,23141911,23142311,401,"*",5.74830525717501,2.85878836550103,6.6475205619032,-3.64030901967025,1.54168180387507e-15,4.43863800260886e-14,"ATAC_seq93"
22,29192475,29192875,401,"*",5.91571366995706,6.81906019574586,2.96785575559455,3.6997902354024,1.55220227769804e-15,4.43863800260886e-14,"ATAC_seq94"
22,46749236,46749636,401,"*",6.01144050885237,0.859481095375895,6.99100798592734,-5.56173909128525,2.85700449487894e-15,8.08381903393116e-14,"ATAC_seq95"
22,37996084,37996484,401,"*",5.69697702257473,1.66762730163871,6.65211022850662,-4.66173586430837,3.52744995226842e-15,9.87685986635158e-14,"ATAC_seq96"
22,50112155,50112555,401,"*",5.64474758481837,1.8594810953759,6.59145554441968,-4.44972992107742,4.20977634168694e-15,1.16658544396438e-13,"ATAC_seq97"
22,44160469,44160869,401,"*",5.65184740417185,1.85670817789495,6.59892555868409,-4.45584455669705,4.52577952907917e-15,1.24135667083314e-13,"ATAC_seq98"
22,17802858,17803258,401,"*",5.81461718710495,6.74198327746959,2.46647327159828,4.05147151547389,6.55374067404366e-15,1.77943989210398e-13,"ATAC_seq99"
22,30263322,30263722,401,"*",5.81932731170257,3.31790499693059,6.68595641300367,-3.25557277328654,6.71648380881925e-15,1.80539084781061e-13,"ATAC_seq100"
22,45235304,45235704,401,"*",5.6292492906213,1.66604429898939,6.58224289855834,-4.59506974795069,8.75510115998876e-15,2.33007048693562e-13,"ATAC_seq101"
22,41217683,41218083,401,"*",5.60003720782283,2.18030066274782,6.53100525159704,-4.12102375488184,8.92895811686322e-15,2.35304308020866e-13,"ATAC_seq102"
22,41539832,41540232,401,"*",5.79442438799326,6.73559718349778,2.14897164897794,4.31412438172397,1.2572414210712e-14,3.25529408503946e-13,"ATAC_seq103"
22,23219817,23220217,401,"*",5.64322629788448,2.66525214582951,6.54863647799936,-3.71316159700014,1.25948878290217e-14,3.25529408503946e-13,"ATAC_seq104"
22,37533989,37534389,401,"*",5.64693152511959,2.18030066274782,6.58015925592789,-4.1581631302477,1.48859798372805e-14,3.81081083834381e-13,"ATAC_seq105"
22,26428988,26429388,401,"*",5.74364712981166,3.18085503297582,6.61608375942234,-3.31305786157963,1.6033574738177e-14,4.06587253737922e-13,"ATAC_seq106"
22,27107842,27108242,401,"*",5.54531682144397,1.8594810953759,6.48814604724936,-4.3461074904531,3.03160871472098e-14,7.61585441604673e-13,"ATAC_seq107"
22,21735765,21736165,401,"*",8.29942010298356,7.60097397177238,8.76801846261074,-1.15162602624717,3.40324652410793e-14,8.47030246000195e-13,"ATAC_seq108"
22,23216540,23216940,401,"*",5.55702221587012,2.17808104915301,6.48596080853064,-4.0718627066824,4.10498224599836e-14,1.01231121809574e-12,"ATAC_seq109"
22,19975278,19975678,401,"*",5.53796865487978,1.66762730163871,6.48778207057747,-4.50025600577898,4.73363529012515e-14,1.15672833271422e-12,"ATAC_seq110"
22,26579214,26579614,401,"*",5.58663836333455,1.4462892512492,6.54514237952328,-4.72649294513112,4.84340629786317e-14,1.17288974132038e-12,"ATAC_seq111"
22,30649362,30649762,401,"*",5.78049691729893,0.856708177894946,6.75653408136238,-5.33685256313174,5.63516152328292e-14,1.34066548416367e-12,"ATAC_seq112"
22,30362928,30363328,401,"*",6.04318603649253,7.01834471507169,1.17090255430528,5.31057842763438,5.63598213208687e-14,1.34066548416367e-12,"ATAC_seq113"
22,37905070,37905470,401,"*",5.49964156011954,2.03002157759135,6.43301073437777,-4.1505989545329,6.83627271622513e-14,1.61192114572045e-12,"ATAC_seq114"
22,43969493,43969893,401,"*",5.702056340532,6.64745886333252,1.95105541918767,4.38273568201555,9.46958813768886e-14,2.21341329687893e-12,"ATAC_seq115"
22,29303582,29303982,401,"*",5.66532192780472,3.10653352631188,6.537387865868,-3.30174002774703,1.01273776788429e-13,2.34675786213188e-12,"ATAC_seq116"
22,36331436,36331836,401,"*",5.48145333695438,1.86086555805214,6.42158193896214,-4.27954824142999,1.04162642923688e-13,2.39306995024678e-12,"ATAC_seq117"
22,37552731,37553131,401,"*",5.73765982975483,6.69173915875507,1.74128155594175,4.59567716741481,1.18629662704431e-13,2.70234350296195e-12,"ATAC_seq118"
22,19398182,19398582,401,"*",5.74068304807676,6.63998429426043,2.84997788261402,3.61428457900595,1.48254531273294e-13,3.34880823582028e-12,"ATAC_seq119"
22,41230012,41230412,401,"*",5.53359704811563,1.44074518715464,6.49069131602258,-4.66722655291493,1.66854321308031e-13,3.73753679729989e-12,"ATAC_seq120"
22,48567158,48567558,401,"*",6.54309519881949,5.12605175594383,7.24399743120539,-2.07736865715191,1.76388442127803e-13,3.91844737553333e-12,"ATAC_seq121"
22,25564569,25564969,401,"*",5.69319230109769,3.31891271401319,6.5468904865664,-3.11586050051778,2.20218129483833e-13,4.85201911518479e-12,"ATAC_seq122"
22,17159118,17159518,401,"*",5.69282796790699,3.31840894345772,6.54654103457058,-3.11532644165003,2.44926833295526e-13,5.3525473812876e-12,"ATAC_seq123"
22,23684589,23684989,401,"*",5.66451176102399,6.6000157323787,2.14897164897794,4.17420638566141,2.55342451768755e-13,5.49315032282757e-12,"ATAC_seq124"
22,46293604,46294004,401,"*",5.48297062104967,1.4462892512492,6.43833481261029,-4.62065500829059,2.55447838673157e-13,5.49315032282757e-12,"ATAC_seq125"
22,37580001,37580401,401,"*",5.66924485286466,0.862248693421246,6.64324312054922,-5.22225596574899,2.92956304036619e-13,6.24973448611454e-12,"ATAC_seq126"
22,18113916,18114316,401,"*",5.43576746220285,1.85670817789495,6.37410970720797,-4.23059920606701,2.97099215193979e-13,6.28821016095604e-12,"ATAC_seq127"
22,31399294,31399694,401,"*",8.08098902436751,7.35170351167764,8.56311183104675,-1.19415778369338,3.12926427564645e-13,6.57145497885754e-12,"ATAC_seq128"
22,23495829,23496229,401,"*",5.64149312958867,0.856708177894946,6.61508427193447,-5.20011800217363,3.30739931198342e-13,6.89169717101661e-12,"ATAC_seq129"
22,31248089,31248489,401,"*",5.6496193843443,3.17974607941553,6.51315588471101,-3.20775350676809,3.53077946899786e-13,7.3005655482048e-12,"ATAC_seq130"
22,42754676,42755076,401,"*",5.89597018476165,6.74721875391806,3.54444254318598,3.08863447939427,3.62189032275861e-13,7.43178716608789e-12,"ATAC_seq131"
22,21587986,21588386,401,"*",5.68573217454402,3.31740087430884,6.53879405528108,-3.10606339361492,4.348726654034e-13,8.85558882276015e-12,"ATAC_seq132"
22,45996491,45996891,401,"*",5.51401798104054,2.76747936739148,6.4023166656795,-3.47629867456863,4.74871436221998e-13,9.59740165838144e-12,"ATAC_seq133"
22,42180297,42180697,401,"*",6.00240160097496,6.82998681034273,3.85224172262596,2.8820754710013,5.06562630662318e-13,1.01614951583605e-11,"ATAC_seq134"
22,22207869,22208269,401,"*",5.43034579527692,1.44813254825151,6.3839646723808,-4.56563002284582,6.0854527906132e-13,1.21168126675321e-11,"ATAC_seq135"
22,29208957,29209357,401,"*",5.60794992812592,3.18085503297582,6.46717250789403,-3.16304944945327,7.3174566180717e-13,1.44627377863064e-11,"ATAC_seq136"
22,50061695,50062095,401,"*",5.55130338097613,0.856708177894946,6.52317416946287,-5.11015472088091,1.05244503134323e-12,2.06494324397855e-11,"ATAC_seq137"
22,17952432,17952832,401,"*",5.58319127081885,6.53163481821531,1.75102024993969,4.43872671062093,1.12391691082777e-12,2.18919467848192e-11,"ATAC_seq138"
22,30216687,30217087,401,"*",6.1904310773056,6.95181198035335,4.47678065934016,2.41342047451714,1.40269785819576e-12,2.71255528261166e-11,"ATAC_seq139"
22,22369247,22369647,401,"*",5.36331602616013,1.4462892512492,6.31475468208519,-4.49936656603407,1.45527170610188e-12,2.7941216757156e-11,"ATAC_seq140"
22,30882976,30883376,401,"*",5.59015640076546,6.53071093046449,1.95948004246482,4.25663855546254,1.52077617185982e-12,2.89918180848171e-11,"ATAC_seq141"
22,49838819,49839219,401,"*",5.36636527780122,1.44259557675373,6.31803420782885,-4.5009972121989,1.54814674381585e-12,2.93057637139225e-11,"ATAC_seq142"
22,22410134,22410534,401,"*",6.29396637622756,0,7.28560207216556,-6.25928493862983,1.69809600096117e-12,3.19194548991861e-11,"ATAC_seq143"
22,16915746,16916146,401,"*",5.74001339190104,0.446289251249197,6.7215054755029,-5.52859719794844,1.97032059129066e-12,3.67793177040922e-11,"ATAC_seq144"
22,44664132,44664532,401,"*",6.2620469554667,0,7.25349497430059,-6.23088223491456,2.17628554977019e-12,4.03438314329812e-11,"ATAC_seq145"
22,40711537,40711937,401,"*",6.0228276205508,4.17946870778407,6.80634946761536,-2.5535108564131,2.68344283848097e-12,4.94047558208003e-11,"ATAC_seq146"
22,21014127,21014527,401,"*",6.29699577633294,4.81349866860361,7.01278296433596,-2.1509953343337,2.73680623043859e-12,5.00444567851629e-11,"ATAC_seq147"
22,26573212,26573612,401,"*",6.47781458393254,5.06773601553822,7.17710750873087,-2.0642898854485,3.05270542478291e-12,5.54437309582193e-11,"ATAC_seq148"
22,31346348,31346748,401,"*",5.80031668517082,3.66445955747621,6.62607607303281,-2.86036139410609,3.64849683220046e-12,6.58198623151331e-11,"ATAC_seq149"
22,24155836,24156236,401,"*",6.25663577644665,4.61252057819604,7.00514633912679,-2.3332676063586,3.77926879776754e-12,6.77244968559943e-11,"ATAC_seq150"
22,28955790,28956190,401,"*",5.67020723598605,0.446289251249197,6.65077557123143,-5.46232687667516,3.91786721134275e-12,6.97432255899955e-11,"ATAC_seq151"
22,42324907,42325307,401,"*",5.33715931634454,1.18251686667032,6.29607829982881,-4.67361837483643,4.15257985227237e-12,7.31788398878201e-11,"ATAC_seq152"
22,26493257,26493657,401,"*",5.54900450699049,6.48743791822479,1.96785575559455,4.20856153592668,4.16531343111476e-12,7.31788398878201e-11,"ATAC_seq153"
22,20509362,20509762,401,"*",5.29586910349726,1.44259557675373,6.2450746221375,-4.42910961736363,4.34664197514094e-12,7.58686599297328e-11,"ATAC_seq154"
22,36853377,36853777,401,"*",5.87318487763065,3.94531345422948,6.66993490886057,-2.64272302101732,4.9406349754185e-12,8.5680172993064e-11,"ATAC_seq155"
22,50672407,50672807,401,"*",6.14983256668331,0,7.14058662869665,-6.12844320989907,5.40885008128754e-12,9.3198647554493e-11,"ATAC_seq156"
22,21651904,21652304,401,"*",6.72379115256986,5.42939502367244,7.39489717999896,-1.92421817498261,5.5531561565224e-12,9.50756926670841e-11,"ATAC_seq157"
22,11699406,11699806,401,"*",6.36441402105332,7.07887270632198,4.8870024203523,2.14402569951267,5.9338470423684e-12,1.00950511708141e-10,"ATAC_seq158"
22,39236412,39236812,401,"*",5.35450015119407,2.4472111941424,6.25499292782333,-3.60944562174312,6.31608969266385e-12,1.0677766725711e-10,"ATAC_seq159"
22,21816637,21817037,401,"*",5.26921233998114,2.02755807747488,6.19086051293442,-3.90592654452677,6.74904330323846e-12,1.12953806765426e-10,"ATAC_seq160"
22,36254861,36255261,401,"*",5.45188338061824,6.36697127989595,2.32298316154552,3.80588657031622,6.76546238438748e-12,1.12953806765426e-10,"ATAC_seq161"
22,46233335,46233735,401,"*",5.6598659999453,3.44213320180284,6.49580710018941,-2.94139755276192,7.38507266032251e-12,1.21999782231425e-10,"ATAC_seq162"
22,19844354,19844754,401,"*",5.38740406302099,0.859481095375895,6.35579196509181,-4.94820574047859,7.39805227072999e-12,1.21999782231425e-10,"ATAC_seq163"
22,37999861,38000261,401,"*",5.49883302427195,3.10886590116259,6.35419549209235,-3.11500032055597,8.98076898470188e-12,1.47196994090724e-10,"ATAC_seq164"
22,23106946,23107346,401,"*",6.6307042916028,7.6307042916028,0,7.30927410603484,1.13289637646577e-11,1.84559118784242e-10,"ATAC_seq165"
22,39349157,39349557,401,"*",5.47433410943103,2.94400774025786,6.34373215489593,-3.24685640941934,1.33678275897044e-11,2.16462172054972e-10,"ATAC_seq166"
22,27134372,27134772,401,"*",5.26120829641393,2.31941630871987,6.164133566458,-3.6324100303814,1.60338646320549e-11,2.58078012760261e-10,"ATAC_seq167"
22,42937438,42937838,401,"*",5.48046634093242,3.18196313477365,6.32583684762176,-3.01979610910063,1.80970756998955e-11,2.89553211198328e-10,"ATAC_seq168"
22,32505271,32505671,401,"*",6.64698653562051,7.31551846250211,5.36259975501163,1.90936797974215,2.05678208319571e-11,3.27137884001779e-10,"ATAC_seq169"
22,23402649,23403049,401,"*",5.57082707040506,3.44490523129162,6.39530609251913,-2.84400908374338,2.33504251363463e-11,3.69211428038229e-10,"ATAC_seq170"
22,30302513,30302913,401,"*",5.27707387946782,0.859481095375895,6.24291943538566,-4.83810009174964,2.74703519166964e-11,4.31814654690526e-10,"ATAC_seq171"
22,23383920,23384320,401,"*",5.20820475170058,1.18251686667032,6.16322213625773,-4.53938943790567,2.89915642921132e-11,4.53077469867443e-10,"ATAC_seq172"
